point_code,point_description,latitude,longitude,elev,ortho_ht,UTM Zone,UTM Easting,UTM Northing,site_name,deployable,deployment_issue,difficulty_rating,updated_by,update_datetime,Notes,Region,Transect,Transect meters,utm_E,utm_N,utm_zone,utm_letter
del779,,41.39,-74.9602,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,503327.43315837806,4582052.996208611,18.0,T
del780,,41.3751,-75.0812,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,493209.81754244847,4580401.260871361,18.0,T
del781,,41.4027,-74.9907,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500777.3644493069,4583462.191646935,18.0,T
del782,,41.4049,-74.9769,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,501930.8078684765,4583706.645397763,18.0,T
del783,,41.3938,-74.9901,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500827.6298919189,4582474.144221185,18.0,T
del783a,moved point from appl2022 fieldwork,41.39359,-74.99014,,,,,,,,,,Pat Lyon,20230710,,,,,500824.28858562245,4582450.830248706,18.0,T
del784,,41.4038,-74.969,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,502591.1711481694,4583584.732538139,18.0,T
del785,,41.3969,-74.9568,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,503611.3043484309,4582819.1503278,18.0,T
del786,,41.3811,-74.9672,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,502742.5801611108,4581064.700246614,18.0,T
del787,,41.4008,-74.9836,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,501370.8761636433,4583251.3468839945,18.0,T
del788,,41.3991,-74.9643,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,502984.2411418231,4583063.102678489,18.0,T
del789,,41.3923,-74.9866,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,501120.2520708787,4582307.65792743,18.0,T
del790,,41.4003,-74.9745,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,502131.5615973304,4583196.022204121,18.0,T
del791,,41.4025,-74.9788,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,501772.0620315629,4583440.16328377,18.0,T
del792,,41.3696,-75.0782,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,493460.1355602243,4579790.438355637,18.0,T
del793,,41.3987,-74.9699,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,502516.1403056218,4583018.518040558,18.0,T
del794,,41.3926,-74.9951,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500409.64253023785,4582340.888014643,18.0,T
del795,,41.3902,-74.9965,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500292.6125689361,4582074.441406562,18.0,T
del796,,41.3871,-74.9978,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500183.93663741724,4581730.28512258,18.0,T
del797,,41.384,-74.9994,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500050.1669201341,4581386.130438086,18.0,T
del798,,41.38,-75.0005,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,499958.1916714071,4580942.06288774,18.0,T
del799,,41.3811,-74.9965,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500292.65336882527,4581064.187207008,18.0,T
del800,,41.3843,-74.995,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500418.0557464024,4581419.447398535,18.0,T
del801,,41.3877,-74.9931,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500576.88687762147,4581796.915941302,18.0,T
del802,,41.3909,-74.992,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500668.8215549109,4582152.178298001,18.0,T
del803,,41.3866,-74.9908,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500769.1954677999,4581674.815132221,18.0,T
del804,,41.3838,-74.9919,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,500677.25549724133,4581363.9585306235,18.0,T
del805,,41.3772,-75.035,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,497073.29145467567,4580631.806591287,18.0,T
del806,,41.3731,-75.0476,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,496019.4264035698,4580177.139948551,18.0,T
del807,,41.3697,-75.0569,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,495241.4615111719,4579800.152020226,18.0,T
del808,,41.3951,-75.0024,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,499799.3664479929,4582618.421970352,18.0,T
del809,,41.3926,-75.0043,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,499640.51777960046,4582340.885351847,18.0,T
del810,,41.3893,-75.0072,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,499398.04584218,4581974.545182192,18.0,T
del811,,41.3741,-75.0346,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,497106.60218010575,4580287.64122507,18.0,T
del812,,41.3949,-75.0538,,,,,,SGL180_new,,,,Chapin Czarnecki,,,,,,495502.45067211485,4582597.612032395,18.0,T
del813,,41.1616,-75.2931,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475410.13082482637,4556737.844443242,18.0,T
del814,,41.153,-75.3018,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474676.9265048499,4555785.628952726,18.0,T
del815,,41.1592,-75.3013,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474721.26197872765,4556473.762463578,18.0,T
del816,,41.1652,-75.3008,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474765.5131172847,4557139.694370268,18.0,T
del817,,41.169,-75.3223,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472963.41087924497,4557567.999312335,18.0,T
del818,,41.1596,-75.3114,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473874.0408330919,4556521.149560274,18.0,T
del819,,41.1832,-75.2932,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475409.8194281056,4559135.753833462,18.0,T
del820,,41.1774,-75.3074,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474216.61373922555,4558495.987504467,18.0,T
del821,,41.1468,-75.2999,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474833.97897676285,4555096.800010776,18.0,T
del822,,41.1484,-75.3152,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473550.7251816942,4555278.954804094,18.0,T
del823,,41.185,-75.3031,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474580.21847576293,4559338.422708768,18.0,T
del824,,41.1746,-75.2992,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474903.3265507094,4558182.753726142,18.0,T
del825,,41.1569,-75.3064,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474292.47840344097,4556219.9265868785,18.0,T
del826,,41.1646,-75.3213,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473045.4943381595,4557079.232194283,18.0,T
del827,,41.1813,-75.3056,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474369.1106332516,4558928.407106055,18.0,T
del828,,41.1609,-75.3087,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474101.0785550334,4556664.659410993,18.0,T
del829,,41.151,-75.3091,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474063.6178149847,4555565.7525617145,18.0,T
del830,,41.1716,-75.2996,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474868.6283279198,4557849.830040125,18.0,T
del831,,41.1424,-75.2943,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475302.2511039305,4554606.741737636,18.0,T
del832,,41.1533,-75.3246,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472763.9728484129,4555825.8146783095,18.0,T
del833,,41.1821,-75.296,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475174.57255094784,4559014.434364849,18.0,T
del834,,41.1769,-75.3313,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472211.7705871885,4558447.8373755785,18.0,T
del835,,41.1863,-75.3068,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474270.4227911957,4559483.82753518,18.0,T
del836,,41.1439,-75.3376,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471669.1416269487,4554786.444211733,18.0,T
del837,,41.1624,-75.2902,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475653.72509861464,4556825.839556128,18.0,T
del838,,41.1485,-75.3305,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472266.9015128969,4555294.816382689,18.0,T
del839,,41.1435,-75.3068,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474253.6760355588,4554732.475856687,18.0,T
del840,,41.1572,-75.3213,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473042.4622660948,4556257.73722673,18.0,T
del841,,41.1598,-75.3297,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472338.7821161988,4556549.005577214,18.0,T
del842,,41.1823,-75.2996,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474872.71775314806,4559037.670339165,18.0,T
del843,,41.1711,-75.3075,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474205.75501017325,4557796.63479057,18.0,T
del844,,41.1727,-75.3322,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472134.5019859779,4557981.870058439,18.0,T
del845,,41.1617,-75.2864,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475972.2700845689,4556747.074747046,18.0,T
del846,,41.1495,-75.3243,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472787.5735663835,4555403.872785785,18.0,T
del847,,41.1679,-75.3059,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474338.72060455626,4557440.920304336,18.0,T
del848,,41.1677,-75.2955,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475211.0794601903,4557415.703670566,18.0,T
del849,,41.1786,-75.2866,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475961.6688082047,4558623.249053178,18.0,T
del850,,41.1814,-75.3112,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473899.4737341721,4558941.173041706,18.0,T
del851,,41.1544,-75.3391,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471547.8033396249,4555952.565962984,18.0,T
del852,,41.1756,-75.2879,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475851.53049598704,4558290.569677464,18.0,T
del853,,41.1571,-75.3293,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472371.20763691835,4556249.143998946,18.0,T
del854,,41.1483,-75.3363,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471780.1222035814,4555274.477396112,18.0,T
del855,,41.1485,-75.3443,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471108.9064328575,4555299.303512323,18.0,T
del856,,41.1675,-75.3125,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473784.90093009995,4557398.481954699,18.0,T
del857,,41.1529,-75.3054,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474374.82268299104,4555775.580998665,18.0,T
del858,,41.1853,-75.2951,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475251.26015915774,4559369.420339428,18.0,T
del859,,41.1851,-75.2995,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474882.1746249034,4559348.478544705,18.0,T
del860,,41.1764,-75.2947,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475281.46032662824,4558381.289333596,18.0,T
del861,,41.1555,-75.2931,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475407.8508962115,4556060.666678265,18.0,T
del862,,41.1661,-75.3254,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472702.15907037305,4557247.02929734,18.0,T
del863,,41.188,-75.2982,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474992.30376005685,4559670.042632535,18.0,T
del864,,41.1743,-75.3101,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473988.92280253745,4558152.650355388,18.0,T
del865,,41.1724,-75.3157,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473518.4310383141,4557943.4143793015,18.0,T
del866,,41.1734,-75.3243,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472797.45788722986,4558057.079865004,18.0,T
del867,,41.1687,-75.3291,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472392.85654128104,4557536.8299963,18.0,T
del868,,41.1697,-75.3361,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471806.07677507005,4557650.086926913,18.0,T
del869,,41.1652,-75.3329,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472072.6002000821,4557149.496875308,18.0,T
del870,,41.1613,-75.3238,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472834.40127168765,4556713.666868223,18.0,T
del871,,41.1617,-75.3162,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473472.1747923297,4556755.728131028,18.0,T
del872,,41.1631,-75.3121,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473816.7049166753,4556909.904776306,18.0,T
del873,,41.1639,-75.3059,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474337.16004713956,4556996.868673552,18.0,T
del874,,41.1617,-75.2975,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475041.02664413344,4556750.197960967,18.0,T
del875,,41.1733,-75.3036,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474533.7539103161,4558039.714931789,18.0,T
del876,,41.1777,-75.3139,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473671.5411732661,4558531.237649934,18.0,T
del877,,41.1778,-75.3014,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474720.02229276655,4558538.632405498,18.0,T
del878,,41.1782,-75.2906,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475626.02353728935,4558579.9564591795,18.0,T
del879,,41.1553,-75.3107,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473931.0661517231,4556043.584885434,18.0,T
del880,,41.1536,-75.3157,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473510.86187843815,4555856.372503157,18.0,T
del881,,41.1517,-75.3298,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472326.98594927427,4555649.834107224,18.0,T
del882,,41.1542,-75.3344,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471942.0723296934,4555928.838093715,18.0,T
del883,,41.1592,-75.334,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471977.76399395324,4556483.773120131,18.0,T
del884,,41.1504,-75.3407,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471411.81744938093,4555509.039283006,18.0,T
del885,,41.1425,-75.3439,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471139.84096067946,4554633.095440326,18.0,T
del886,,41.1405,-75.3488,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,470727.7419880672,4554412.705910092,18.0,T
del887,,41.1448,-75.3463,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,470939.44750868063,4554889.222438252,18.0,T
del888,,41.1407,-75.3362,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471785.25614012824,4554430.749688255,18.0,T
del889,,41.1449,-75.3321,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472131.1170158674,4554895.681950023,18.0,T
del890,,41.1504,-75.3199,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473157.15077938733,4555502.418336896,18.0,T
del891,,41.1661,-75.3171,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473398.44793783146,4557244.4594841385,18.0,T
del892,,41.1697,-75.3404,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471445.3684684253,4557651.488754556,18.0,T
del893,,41.1741,-75.3366,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471766.0230743425,4558138.706516094,18.0,T
del894,,41.146,-75.3417,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471325.9903471156,4555020.912575418,18.0,T
del895,,41.1465,-75.3094,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474036.6698730673,4555066.285351548,18.0,T
del896,,41.1484,-75.3047,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474431.8094085951,4555275.818456169,18.0,T
del897,,41.1409,-75.302,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474655.4864017868,4554442.43544664,18.0,T
del898,,41.1463,-75.2947,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475270.1481347797,4555039.803917459,18.0,T
del899,,41.172,-75.2939,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475346.9124259995,4557892.604983683,18.0,T
del900,,41.1564,-75.2977,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475022.2354501942,4556161.887673685,18.0,T
del901,,41.1585,-75.2907,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475610.33186446485,4556393.029670104,18.0,T
del902,,41.1577,-75.2843,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,476147.00108101143,4556302.446191286,18.0,T
del903,,41.1557,-75.2879,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475844.22361108114,4556081.413397878,18.0,T
del904,,41.1578,-75.3159,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473495.7724515767,4556322.686818473,18.0,T
del905,,41.1686,-75.3009,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474758.4288002943,4557517.167293667,18.0,T
del906,,41.1592,-75.2871,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475912.6277207001,4556469.736255786,18.0,T
del907,,41.1795,-75.2973,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475064.55568570475,4558726.171795133,18.0,T
del908,,41.1768,-75.3272,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472555.6223249389,4558435.434955073,18.0,T
del909,,41.1637,-75.3289,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472407.536542653,4556981.70184365,18.0,T
del910,,41.1658,-75.2922,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475487.20229402476,4557203.844557825,18.0,T
del911,,41.1561,-75.3019,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474669.7291579807,4556129.797360798,18.0,T
del912,,41.1398,-75.3054,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474369.72222016676,4554321.316855328,18.0,T
del913,,41.1456,-75.313,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473734.21599532745,4554967.4537162315,18.0,T
del914,,41.1446,-75.3021,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474648.51908687205,4554853.2106413925,18.0,T
del915,,41.1512,-75.3351,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471882.05673476466,4555596.025831497,18.0,T
del916,,41.1459,-75.3345,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471930.1420034752,4555007.465378616,18.0,T
del917,,41.1424,-75.3407,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471408.3426236032,4554620.938614713,18.0,T
del918,,41.1731,-75.3192,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473225.12840131484,4558022.194390038,18.0,T
del919,,41.1692,-75.3155,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473533.9197212917,4557588.111892675,18.0,T
del920,,41.1541,-75.3195,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473192.2221570692,4555913.041954276,18.0,T
del921,,41.1695,-75.3327,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472091.2031086194,4557626.788517942,18.0,T
del922,,41.1723,-75.3274,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472536.9676576045,4557935.939072301,18.0,T
del923,,41.1643,-75.2955,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475209.79808229825,4557038.259826595,18.0,T
del924,,41.1585,-75.2947,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475274.732316396,4556394.158026741,18.0,T
del925,,41.1419,-75.2977,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475016.73193276435,4554552.205360512,18.0,T
del926,,41.1386,-75.2941,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475317.61057607224,4554184.837908958,18.0,T
del927,,41.1403,-75.341,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,471382.2536311669,4554387.910933516,18.0,T
del928,,41.1888,-75.3035,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474548.14355714613,4559760.390220979,18.0,T
del929,,41.18,-75.2933,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,475400.235190152,4558780.539880418,18.0,T
del930,,41.158,-75.3256,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,472682.0176385599,4556347.887857545,18.0,T
del931,,41.1837,-75.3088,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474101.6695352024,4559195.786369473,18.0,T
del932,,41.1615,-75.32,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473153.28900909005,4556734.690541804,18.0,T
del933,,41.1662,-75.3093,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,474052.8310715448,4557253.206288254,18.0,T
del934,,41.1507,-75.3123,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473794.98805877904,4555533.406937942,18.0,T
del935,,41.1714,-75.312,,,,,,SGL221,,,,Chapin Czarnecki,,,,,,473828.3971413069,4557831.282123474,18.0,T
del936,,41.2159,-75.4709,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460526.0412826764,4562831.344041322,18.0,T
del937,,41.2133,-75.4516,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462142.40077575995,4562534.12551704,18.0,T
del938,,41.2054,-75.4456,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462640.88812578615,4561654.520311534,18.0,T
del938a,moved point from appl2022 fieldwork,41.205492,-75.445893,,,,,,,,,,Pat Lyon,20230710,,,,,462616.3752953115,4561664.859490024,18.0,T
del939,,41.2151,-75.4549,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461866.80654835334,4562735.392787201,18.0,T
del940,,41.2401,-75.4806,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459727.77261690266,4565522.341659129,18.0,T
del941,,41.2145,-75.4599,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461447.3148692766,4562670.989032914,18.0,T
del942,,41.2245,-75.4796,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459802.01359400136,4563790.052643257,18.0,T
del943,,41.2182,-75.4497,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462304.4912933518,4563077.269259419,18.0,T
del944,,41.211,-75.4619,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461277.59374586766,4562283.3283766955,18.0,T
del945,,41.2351,-75.4703,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460587.86779757356,4564962.547266815,18.0,T
del946,,41.2329,-75.4721,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460435.6970726738,4564719.133061696,18.0,T
del947,,41.2104,-75.4654,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460983.82134782465,4562218.2843067935,18.0,T
del948,,41.2158,-75.4645,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461062.4739783891,4562817.357027165,18.0,T
del949,,41.2228,-75.4606,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461393.515821405,4563592.717418972,18.0,T
del950,,41.2005,-75.4492,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462336.25388687436,4561112.1049772855,18.0,T
del951,,41.2058,-75.4569,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461693.72654256265,4561703.841322155,18.0,T
del951a,moved point from appl2022 fieldwork,41.205534,-75.456466,,,,,,,,,,Pat Lyon,20230710,,,,,461729.9580115688,4561674.120554402,18.0,T
del952,,41.2208,-75.4727,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460378.1101400681,4563376.132374479,18.0,T
del953,,41.2237,-75.4702,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460589.4027855602,4563696.937542244,18.0,T
del954,,41.2134,-75.4668,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460868.2416223143,4562551.955585294,18.0,T
del955,,41.1989,-75.4518,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462117.33038207993,4560935.611959616,18.0,T
del956,,41.2295,-75.4719,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460450.409086324,4564341.592892746,18.0,T
del957,,41.2339,-75.4672,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460846.93907885806,4564827.92887667,18.0,T
del958,,41.23,-75.4909,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,458858.3414554847,4564405.9182637995,18.0,T
del959,,41.2267,-75.4689,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460700.16102792276,4564029.3920741435,18.0,T
del960,,41.2276,-75.4795,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459812.29330350633,4564134.150975496,18.0,T
del961,,41.1949,-75.4456,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462634.9166775846,4560488.875340569,18.0,T
del962,,41.2088,-75.4516,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462139.8065539856,4562034.562388738,18.0,T
del963,,41.2183,-75.468,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460770.57323452976,4563096.465640825,18.0,T
del964,,41.2179,-75.4746,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460217.09367131034,4563055.058670601,18.0,T
del965,,41.2314,-75.4661,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460937.6351970558,4564549.897801753,18.0,T
del966,,41.2195,-75.4625,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461232.3127724998,4563227.215834321,18.0,T
del967,,41.2224,-75.4663,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460915.5147333452,4563550.858421192,18.0,T
del968,,41.2266,-75.4652,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461010.21003141074,4564016.624635592,18.0,T
del969,,41.2293,-75.4852,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459335.6184683444,4564325.526151126,18.0,T
del970,,41.231,-75.4802,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459755.70991791104,4564511.923899271,18.0,T
del971,,41.2314,-75.4839,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459445.8689306265,4564558.049239492,18.0,T
del972,,41.2064,-75.4604,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461400.6400047015,4561771.997144684,18.0,T
del973,,41.2428,-75.4801,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459771.3263925367,4565821.849713708,18.0,T
del974,,41.24,-75.4763,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460088.0345226922,4565509.256644086,18.0,T
del975,,41.2367,-75.4776,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459977.08650889277,4565143.506236597,18.0,T
del976,,41.2324,-75.4756,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460142.07525863114,4564665.224756042,18.0,T
del977,,41.235,-75.4741,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,460269.35826559225,4564953.175779054,18.0,T
del978,,41.2334,-75.4799,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459782.32312025124,4564778.219841844,18.0,T
del979,,41.2322,-75.4825,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,459563.6918390996,4564646.208640683,18.0,T
del980,,41.2029,-75.4549,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,461859.7222200086,4561381.0220373785,18.0,T
del981,,41.2028,-75.4514,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462153.1166711503,4561368.391777161,18.0,T
del982,,41.2056,-75.4529,,,,,,Goulds SP,,,,Chapin Czarnecki,,,,,,462028.9699175199,4561679.884480812,18.0,T
