point_code,point_description,latitude,longitude,elev,ortho_ht,UTM Zone,UTM Easting,UTM Northing,site_name,deployable,deployment_issue,difficulty_rating,updated_by,update_datetime,Notes,Region,Transect,Transect meters,utm_E,utm_N,utm_zone,utm_letter
SINE0062,,37.28479469,-118.704464,,,11S,348905.0,4127828.0,52127 Ameletus,,,,,,,Sierra Nevada,,,348905.00240977725,4127828.0005990285,11.0,S
SINE0063,,37.28503072,-118.7055973,,,11S,348805.0,4127856.0,52127 Ameletus,,,,,,,Sierra Nevada,,,348805.0035993984,4127856.0002819793,11.0,S
SINE0064,,37.25327364,-118.7127736,,,11S,348105.0,4124344.0,54188 Trapdoor,,,,,,,Sierra Nevada,,,348104.9971934024,4124344.000395232,11.0,S
SINE0065,,37.25339256,-118.7126522,,,11S,348116.0,4124357.0,54188 Trapdoor,,,,,,,Sierra Nevada,,,348116.00306870055,4124356.9998425175,11.0,S
SINE0066,,36.71683856,-118.3694279,,,11S,377700.0,4064335.0,11009 Forester,,,,,,,Sierra Nevada,,,377700.00349369773,4064334.999564569,11.0,S
SINE0067,,36.71658275,-118.3689419,,,11S,377743.0,4064306.0,11009 Forester,,,,,,,Sierra Nevada,,,377743.00379879033,4064306.0004991503,11.0,S
SINE0068,,36.71473986,-118.3692899,,,11S,377709.0,4064102.0,11008 Forester,,,,,,,Sierra Nevada,,,377709.0014341593,4064101.9998272066,11.0,S
SINE0069,,37.80935393,-119.3097551,,,11S,296672.0,4187176.0,70397 East Evelyn Pond,,,,,,,Sierra Nevada,,,296672.00167766714,4187176.0021230234,11.0,S
SINE0070,,37.8098272,-119.3108943,,,11S,296573.0,4187231.0,70397 East Evelyn Pond,,,,,,,Sierra Nevada,,,296573.00342754833,4187231.0020580282,11.0,S
SINE0071,,37.85125526,-119.5104742,,,11S,279125.0,4192282.0,70481 Hoffmann,,,,,,,Sierra Nevada,,,279124.9994742653,4192282.003726564,11.0,S
SINE0072,,37.85139913,-119.5109109,,,11S,279087.0,4192299.0,70481 Hoffmann,,,,,,,Sierra Nevada,,,279087.00149433454,4192299.0037438124,11.0,S
SINE0073,,37.84373509,-119.3850647,,,11S,290139.0,4191158.0,72808 Unicorn,,,,,,,Sierra Nevada,,,290139.00359743246,4191158.0024027145,11.0,S
SINE0074,,37.84333886,-119.385052,,,11S,290139.0,4191114.0,72808 Unicorn,,,,,,,Sierra Nevada,,,290138.9976237112,4191114.0029693358,11.0,S
SINE0075,,37.84241091,-119.3859311,,,11S,290059.0,4191013.0,72336,,,,,,,Sierra Nevada,,,290059.00200914044,4191013.0027149664,11.0,S
SINE0076,Shallow eastern part of southern arm,37.08037127,-118.5256529,,,11S,364392.0,4104877.0,Barrett 10225,,,,,,,Sierra Nevada,,,364391.9986509128,4104877.000664341,11.0,S
SINE0077,Southern arm of lake near main part of lake/island,37.0804874,-118.525734,,,11S,364385.0,4104890.0,Barrett 10225,,,,,,,Sierra Nevada,,,364384.9965014352,4104890.000546763,11.0,S
SINE0078,Shallow part of southern arm,37.08025021,-118.5259542,,,11S,364365.0,4104864.0,Barrett 10225,,,,,,,Sierra Nevada,,,364365.0000620249,4104863.999727292,11.0,S
SINE0079,South bank 30m east of outlet,37.08429765,-118.5343043,,,11S,363630.0,4105325.0,Barrett 10223,,,,,,,Sierra Nevada,,,363630.0018783163,4105325.00043379,11.0,S
SINE0080,South shore east of outlet. Deployed next to the only adult I saw today,37.08455927,-118.5335896,,,11S,363694.0,4105353.0,Barrett 10223,,,,,,,Sierra Nevada,,,363693.99765355384,4105353.0002706107,11.0,S
SINE0081,"Eastbank, 3 m from shore in shallow Rocky area",37.08513947,-118.5326337,,,11S,363780.0,4105416.0,Barrett 10223,,,,,,,Sierra Nevada,,,363780.00251726934,4105415.9997632224,11.0,S
SINE0082,West shore 3m from bank,37.08517008,-118.5358407,,,11S,363495.0,4105424.0,Barrett 10223,,,,,,,Sierra Nevada,,,363495.0015012503,4105423.999681355,11.0,S
SINE0083,West side 3m from shore,37.08486167,-118.535992,,,11S,363481.0,4105390.0,Barrett 10223,,,,,,,Sierra Nevada,,,363480.99986402725,4105390.000319615,11.0,S
SINE0084,Shallow spot on Southwest Bank,37.08472521,-118.535393,,,11S,363534.0,4105374.0,Barrett 10223,,,,,,,Sierra Nevada,,,363533.99780680565,4105373.9999353145,11.0,S
SINE0085,Northernmost point of lake shore,37.07169386,-118.5435665,,,11S,362784.0,4103940.0,Barrett 10206,,,,,,,Sierra Nevada,,,362783.9987845166,4103939.999908147,11.0,S
SINE0086,"Inlet side pool near lake, saw an adult nearby",37.07096815,-118.5453065,,,11S,362628.0,4103862.0,Barrett 10206,,,,,,,Sierra Nevada,,,362628.0010683861,4103861.999659882,11.0,S
SINE0087,Slow branch of inlet,37.07117629,-118.5452432,,,11S,362634.0,4103885.0,Barrett 10206,,,,,,,Sierra Nevada,,,362634.0040909173,4103885.0003877566,11.0,S
SINE0088,Inlet 10m from lake,37.07090361,-118.5454177,,,11S,362618.0,4103855.0,Barrett 10206,,,,,,,Sierra Nevada,,,362617.99868950574,4103854.9999943934,11.0,S
SINE0089,Right bank (facing down stream) just before it takes a right turn. Attached to submerged root.,39.35666376,-120.3914046,,,10S,724759.8,4359603.0,Lower Castle Creek deep pool_,,,,,,,Sierra Nevada,,,724759.7966218555,4359603.004481689,10.0,S
SINE0090,"Southeast bank of Sand Ridge Lake, near base of large fallen tree. Might get muddy, look 1m left of base of fallen tree.",39.37586292,-120.388403,,,10S,724956.8,4361741.6,Sand ridge lake,,,,,,,Sierra Nevada,,,724956.797896089,4361741.604480178,10.0,S
SINE0091,North side of sand ridge pond,39.37809349,-120.3886019,,,10S,724932.5,4361988.7,pond near Sand Ridge Lake 13076,,,,,,,Sierra Nevada,,,724932.498495307,4361988.704126991,10.0,S
SINE0092,Near willows on southwest bank of sand ridge pond. Saw old decayed egg masses on the willows.,39.37832851,-120.3890783,,,10S,724890.7,4362013.6,pond near Sand Ridge Lake 13076,,,,,,,Sierra Nevada,,,724890.7035050874,4362013.604142607,10.0,S
SINE0093,2.5 meters off shore near down logs in 1.5 ft of water,39.92891773,-121.210955,,,10S,652875.0,4421400.0,Cape Lake,,,,,,,Sierra Nevada,,,652875.0023578539,4421400.001043938,10.0,S
SINE0094,Attached to rock in 2 feet of water near boulders and small down trees,39.92707103,-121.2103829,,,10S,652928.0,4421196.0,Cape Lake,,,,,,,Sierra Nevada,,,652928.0021282707,4421196.000412266,10.0,S
SINE0095,West Northwest bank of southern of 3 lakes at rainbow meadows.,38.14838267,-119.5131566,,,11S,279780.0,4225263.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279780.00140544487,4225263.003675961,11.0,S
SINE0096,South lake of the 3 at rainbow meadows. South shore near submerged log.,38.14795539,-119.5124916,,,11S,279837.0,4225214.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279836.99691209616,4225214.00409701,11.0,S
SINE0097,N bank of S of 3 lakes at rainbow meadows,38.14866841,-119.5124362,,,11S,279844.0,4225293.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279843.996968418,4225293.003739367,11.0,S
SINE0098,Middle lake south side,38.14899692,-119.5126642,,,11S,279825.0,4225330.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279825.0033202446,4225330.003526724,11.0,S
SINE0099,East side of middle Lake near Willows half meter from bank in shallow area. Saw egg masses nearby.,38.14913808,-119.5123838,,,11S,279850.0,4225345.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279850.00205238664,4225345.003434977,11.0,S
SINE0100,Northernmost part of middle Pond at rainbow Meadows,38.14950136,-119.5130923,,,11S,279789.0,4225387.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279789.0026113826,4225387.003578123,11.0,S
SINE0101,"Rainbow N of 3 ponds, 10m NE of outlet",38.14996853,-119.5139984,,,11S,279711.0,4225441.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279710.99912344187,4225441.0036244355,11.0,S
SINE0102,East side of northern of 3 ponds at Rainbow meadows,38.15041775,-119.5140595,,,11S,279707.0,4225491.0,Rainbow Meadows,,,,,,,Sierra Nevada,,,279706.99659810856,4225491.003494616,11.0,S
SINE0103,"East side of NE cove, zip tied to a rock. Placed in a gap between two boulders. Adult frogs and 2nd year tadpoles present.",38.87644101,-120.1675415,,,10S,745715.0,4306879.0,Clyde Lake_,,,,,,,Sierra Nevada,,,745714.9992074837,4306879.0076662535,10.0,S
SINE0104,"Northwest cove, ~100-150 feet south of the outlet stream. Zip tied to a small-ish crescent shaped rock and anchored to a nearby stump with paracord. The stump protrudes horizontally into the water between two large boulders, as pictured. Adult frogs present. Lots of submerged branches and trees in the area.",38.87676642,-120.1709286,,,10S,745420.0,4306906.0,Clyde Lake_,,,,,,,Sierra Nevada,,,745419.9977703822,4306906.00685802,10.0,S
SINE0105,"NE cove, zip tied directly to a small submerged tree. I anchored the tree to a rock with paracord just in case.",38.87653319,-120.1679988,,,10S,745675.0,4306888.0,Clyde Lake_,,,,,,,Sierra Nevada,,,745675.003962096,4306888.0074117165,10.0,S
SINE0106,Shallows at E side,36.60415907,-118.4414356,,,11S,371081.0,4051929.0,Kern pond,,,,,,,Sierra Nevada,,,371080.9972005534,4051929.000640631,11.0,S
SINE0107,,36.60377298,-118.4420545,,,11S,371025.0,4051887.0,Kern pond,,,,,,,Sierra Nevada,,,371024.9977347315,4051887.0000928575,11.0,S
SINE0108,Frogs amplexing nearby,36.60391596,-118.4421578,,,11S,371016.0,4051903.0,Kern pond,,,,,,,Sierra Nevada,,,371015.9962937283,4051903.0004320387,11.0,S
SINE0109,"Shallow area, pair in amokexus nearby",36.60387455,-118.4418551,,,11S,371043.0,4051898.0,Kern pond,,,,,,,Sierra Nevada,,,371043.00195695146,4051898.0001727277,11.0,S
SINE0110,Shallow area before drop off. Saw one subadult.,36.60291877,-118.441133,,,11S,371106.0,4051791.0,Kern 20170,,,,,,,Sierra Nevada,,,371105.99873276334,4051791.000572239,11.0,S
SINE0111,Shallow rocky area with tads,36.60289029,-118.4405064,,,11S,371162.0,4051787.0,Kern 20170,,,,,,,Sierra Nevada,,,371161.99750088074,4051787.0005608182,11.0,S
SINE0112,,36.6023501,-118.4404516,,,11S,371166.0,4051727.0,Kern 20170,,,,,,,Sierra Nevada,,,371166.0005671254,4051727.000524292,11.0,S
SINE0113,"Shallow area between 2 willows, might dry up",36.55242365,-118.4386752,,,11S,371242.0,4046186.0,Red Spur 21530,,,,,,,Sierra Nevada,,,371241.9994812802,4046186.000011503,11.0,S
SINE0114,In the smaller pond W of 21530 2m W of willow growing in water,36.55231375,-118.4388184,,,11S,371229.0,4046174.0,Red Spur 21530,,,,,,,Sierra Nevada,,,371229.00025736424,4046173.999955517,11.0,S
SINE0115,South bank talus,36.55223898,-118.4382919,,,11S,371276.0,4046165.0,Red Spur 21530,,,,,,,Sierra Nevada,,,371275.9996902358,4046165.000551346,11.0,S
SINE0116,Next to log at outlet,36.55252402,-118.4378279,,,11S,371318.0,4046196.0,Red Spur 21530,,,,,,,Sierra Nevada,,,371318.00192760426,4046196.0005950294,11.0,S
SINE0117,In some rocks 1m from shore,36.55256409,-118.4382421,,,11S,371281.0,4046201.0,Red Spur 21530,,,,,,,Sierra Nevada,,,371280.9962494935,4046201.000023638,11.0,S
SINE0118,,37.15808207,-118.7236858,,,11S,346945.0,4113800.0,10055 Hermit,,,,,,,Sierra Nevada,,,346944.99967538106,4113800.000829125,11.0,S
SINE0119,,37.15849801,-118.7242132,,,11S,346899.0,4113847.0,10055 Hermit,,,,,,,Sierra Nevada,,,346899.0043286739,4113847.0007696752,11.0,S
SINE0120,Near submerged small dead tree,37.15864888,-118.7243743,,,11S,346885.0,4113864.0,10055 Hermit,,,,,,,Sierra Nevada,,,346885.0027099505,4113863.9999171216,11.0,S
SINE0121,Shallow sand near outlet,37.1589282,-118.7243807,,,11S,346885.0,4113895.0,10055 Hermit,,,,,,,Sierra Nevada,,,346884.997921749,4113895.00078845,11.0,S
SINE0122,.5m from ahor in shallow rocks on NW bank,37.15939345,-118.7239971,,,11S,346920.0,4113946.0,10055 Hermit,,,,,,,Sierra Nevada,,,346920.00064779737,4113946.000876775,11.0,S
SINE0123,,37.15966096,-118.7235753,,,11S,346958.0,4113975.0,10055 Hermit,,,,,,,Sierra Nevada,,,346957.9963659962,4113975.000201619,11.0,S
SINE0124,10m upstream of large rock in stream and on opposite side. On green stake.,36.40894206,-118.1640514,,,11S,395629.0,4029937.0,50783 Mulkey,,,,,,,Sierra Nevada,,,395628.9985972511,4029937.0000161384,11.0,S
SINE0125,On a stake at the top of the breeding meadow where it's slightly deeper.,36.40886214,-118.1620762,,,11S,395806.0,4029926.0,50783 Mulkey,,,,,,,Sierra Nevada,,,395805.99918923137,4029926.0003900393,11.0,S
SINE0126,,36.40874355,-118.1622194,,,11S,395793.0,4029913.0,50783 Mulkey,,,,,,,Sierra Nevada,,,395793.0006694682,4029912.9999220073,11.0,S
SINE0127,On green stake in the middle of the breeding meadow where there’s a sandy shore. Device will probably get covered in mud quickly. At 10:37 I heard a single frog call “mew” nearby and deployed a second recorder to record continuously for the time I’m here. There are two frogs within 30cm of device right now. More calls at 10:41-10:42 and more continuing until at least 11:30 intermittently. This is Waypoint 069 on gps,36.40870685,-118.1622858,,,11S,395787.0,4029909.0,50783 Mulkey,,,,,,,Sierra Nevada,,,395786.99783997016,4029909.0005213683,11.0,S
SINE0128,6 meters out on lodgepole pine with bark about 10 inches diameter directly across from campsite on point.,39.67453243,-120.6381084,,,10S,702575.0,4394301.0,Goose Lake 12273,,,,,,,Sierra Nevada,,,702575.0002833963,4394301.00285542,10.0,S
SINE0129,On limb on bottom of log (split log that goes onto shore) 6 meters from waters edge. SW side of lake w of outlet (ephemeral outlet).,39.67339952,-120.63866,,,10S,702531.0,4394174.0,Goose Lake 12273,,,,,,,Sierra Nevada,,,702530.9962367531,4394174.002282486,10.0,S
SINE0130,,33.79822228,-116.731607,,,11S,524844.0,3739816.0,Dark Canyon_,,,,,,,Sierra Nevada,,,524843.9967933495,3739816.0001999554,11.0,S
SINE0131,,33.79840139,-116.731023,,,11S,524898.0,3739836.0,Dark Canyon_,,,,,,,Sierra Nevada,,,524898.0034779615,3739836.000012189,11.0,S
SINE0132,3 MYLF observed in pool,33.79826589,-116.7309262,,,11S,524907.0,3739821.0,Dark Canyon_,,,,,,,Sierra Nevada,,,524907.0030957652,3739820.999873713,11.0,S
SINE0133,,33.79837388,-116.7308179,,,11S,524917.0,3739833.0,Dark Canyon_,,,,,,,Sierra Nevada,,,524916.9966970345,3739832.9994431017,11.0,S
SINE0134,,34.35805379,-117.8835373,,,11S,418750.0,3802211.0,Little Rock Creek_,,,,,,,Sierra Nevada,,,418750.0004777591,3802211.0004568603,11.0,S
SINE0135,,34.35759806,-117.8829562,,,11S,418803.0,3802160.0,Little Rock Creek_,,,,,,,Sierra Nevada,,,418803.0003772147,3802159.9999108547,11.0,S
SINE0136,,34.36072093,-117.8800855,,,11S,419070.0,3802504.0,Little Rock Creek_,,,,,,,Sierra Nevada,,,419070.0009702716,3802504.0003544944,11.0,S
SINE0137,2 males caught within 2m from deployment area. 2361,,,,,,,,Rock Lake 12069,,,,,,,Sierra Nevada,,,,,,
SINE0138,,39.9582543,-121.158797,,,10S,657265.0,4424747.0,Dot Lake 12052,,,,,,,Sierra Nevada,,,657264.9978692433,4424747.000600635,10.0,S
SINE0139,,39.95819238,-121.1588689,,,10S,657259.0,4424740.0,Dot Lake 12052,,,,,,,Sierra Nevada,,,657258.9981002125,4424740.000713746,10.0,S
SINE0142,2 males caught within,39.94033436,-121.1418036,,,10S,658758.0,4422788.0,Rock Lake 12069,,,,,,,Sierra Nevada,,,658758.0034490111,4422788.000687477,10.0,S
SINE0143,"Zip-tied to small rock and set in crack along bedrock outcrop on south side of lake (fairly well hidden; can't see from directly above because a small boulder blocks the view). Observed numerous adult RASI sitting at the bottom of this outcrop, including several individuals in amplexus. Only one small egg mass seen so far. Water temp 7.5 deg C. Rivendell_2_22June2024",38.86346723,-120.1601057,,,10S,746405.0,4305459.0,Rivendell_,,,,,,,Sierra Nevada,,,746404.9959255164,4305459.007460928,10.0,S
SINE0144,"Attached to submerged dead tree on east side of pond, about 8 feet out from shore. Several post-metamorphic RASI observed basking on tree. RivendellPond_1_22June2024",38.86356823,-120.1598135,,,10S,746430.0,4305471.0,Rivendell_,,,,,,,Sierra Nevada,,,746430.0042857605,4305471.00755465,10.0,S
SINE0145,Emigrant14590_11June2024. Attached to small rock via zip tie and set on bottle close to base of willow on the north side of the large log submerged in the pond. Large RASI tadpoles from previous seasons present,38.66870579,-120.0275765,,,10S,758609.0,4284207.0,Emigrant Ponds_,,,,,,,Sierra Nevada,,,758609.0000486202,4284207.009502355,10.0,S
SINE0146,"Emigrant51106_11June2024. Attached to branch of only larger submerged log in the pond. Accessed from south side of pond. Completely snow and ice free, but no egg masses seen. Adjacent ponds to the south do have some snow fields still present. This was the pond in this cluster of ponds where I saw the most RASI tadpoles in 2023. Large RASI tadpoles from previous seasons were present. Also saw two T. elegans. Water temp at AudioMoth was 13.6 deg C.",38.67073738,-120.0348473,,,10S,757969.0,4284412.0,Emigrant Ponds_,,,,,,,Sierra Nevada,,,757968.997108945,4284412.008952856,10.0,S
SINE0147,ForniMeadow_Confluence_6June2024. Set just below confluence of two main channels at lower end of the upper meadow. Attached to part of submerged stump next to large boulders. Water temp 19.9 deg C.,38.81666641,-120.1754171,,,10S,745237.0,4300223.0,Forni Lake / Forni Meadow_,,,,,,,Sierra Nevada,,,745237.0016215981,4300223.006644973,10.0,S
SINE0148,ForniMeadow_Lower_6June2024. Attached to small willow branch near a small snowmelt inlet that is currently flowing. Jeff Mabe with ENF has seen adults and tadpoles here fairly consistently. Attached small piece of orange flagging on willow above the submerged attachment point. Water temp 15.7 deg C.,38.81315531,-120.1833517,,,10S,744560.0,4299812.0,Forni Lake / Forni Meadow_,,,,,,,Sierra Nevada,,,744559.9991741112,4299812.007381164,10.0,S
SINE0149,ForniMeadow_OldRoadXing_6June2024. Set on cutoff branch nub on submerged log at old road crossing. Orange flagging tied to cable above to mark spot. Lots of good egg mass attachment locations (no egg masses seen). Tadpoles often seen near here. Water temp 19.3 deg C.,38.81638619,-120.1757506,,,10S,745209.0,4300191.0,Forni Lake / Forni Meadow_,,,,,,,Sierra Nevada,,,745209.0031098651,4300191.007543202,10.0,S
SINE0150,ForniMeadow_Upper_6June2024. Set on downstream end of willow cluster by a small cascade next to a deep pool in the upper meadow. Two adults seen here and looks like a good spot for potential breeding. Water temp 18.9 deg C.,38.82025582,-120.1748261,,,10S,745276.0,4300623.0,Forni Lake / Forni Meadow_,,,,,,,Sierra Nevada,,,745275.9978904128,4300623.00692278,10.0,S
SINE0152,GooseLake1_Chellman_27May2024. Attached to underside of branch at usual egg mass hot spot. No egg masses observed yet! Water temp at recorder was 13.5 deg C.,39.67301975,-120.6385913,,,10S,702538.0,4394132.0,Goose Lake 12273,,,,,,,Sierra Nevada,,,702537.999024967,4394132.00235921,10.0,S
SINE0153,"GraniteLake_2260_1June2024. Set about a foot underwater on the underside of a large stick (~3.5 inch diameter), in among alders near southern inlet. Several RASI adults and at least 50 egg masses already present!",38.64968953,-120.1095649,,,10S,751541.0,4281868.0,Granite Lake_,,,,,,,Sierra Nevada,,,751541.0017009871,4281868.007797115,10.0,S
SINE0154,"GraniteLake_2479_1June2024. Zip-tied to underside of submerged branch in the middle of a log jam at the mouth of the eastern outlet. Based on satellite imagery, Granite Lake melted out about 10 days ago, so deploying later than I wanted. Saw an adult female RASI right next to this spot (visible underwater in deployment picture). Tied a small piece of orange flagging to a log above water to aid in finding for retrieval. Water temp 15.1 deg C.’",38.65099215,-120.1086853,,,10S,751613.0,4282015.0,Granite Lake_,,,,,,,Sierra Nevada,,,751613.0027064934,4282015.007791228,10.0,S
SINE0156,HowardPond1_27May2024. Attached to submerged stump that has been an egg mass hot spot for the past several years. Water temp 2.7 deg C.,39.67316674,-120.5818476,,,10S,707405.0,4394278.0,Howard Pond_,,,,,,,Sierra Nevada,,,707404.9991609979,4394278.002593522,10.0,S
SINE0158,"HowardPond2_27May2024. Zip tied to small willow stem right at edge of creek. Can’t see Audiomoth fron th surface, but it's tied to the base of the main stem, underwater. This was another egg mass hot spot in 2023. Water temp 2.7 deg C.",39.67298184,-120.5816209,,,10S,707425.0,4394258.0,Howard Pond_,,,,,,,Sierra Nevada,,,707424.9987689363,4394258.002539388,10.0,S
SINE0159,"SWAMP001. On island looking thing, E side of lake, attached to rock.",36.89119,-118.72504,,,11S,346287.7449,4084191.137,Swamp 10593,,,,,,,Sierra Nevada,,,346287.7448777759,4084191.1367951185,11.0,S
SINE0160,SWAMP002. East Bank. ON inlet of S side of Island like feature. Attached to roots.,36.89079,-118.72498,,,11S,346292.2894,4084146.662,Swamp 10593,,,,,,,Sierra Nevada,,,346292.2894398003,4084146.6619780506,11.0,S
SINE0161,SWAMP003. On East Bank. Point half way up from the outlet. Attached to rock.,36.88996,-118.72508,,,11S,346281.7132,4084054.738,Swamp 10593,,,,,,,Sierra Nevada,,,346281.7131768273,4084054.7384260343,11.0,S
SINE0162,SWAMP004. East Bank. Second point south of the inlet. On the more north side of the point.,36.88936,-118.72462,,,11S,346321.5032,4083987.43,Swamp 10593,,,,,,,Sierra Nevada,,,346321.50317414163,4083987.4302003346,11.0,S
SINE0163,SWAMP005. East Bank. Last point south of the inlet (nearest the rock slabs). On the northern side of the point.,36.88819,-118.72393,,,11S,346380.6482,4083856.513,Swamp 10593,,,,,,,Sierra Nevada,,,346380.6482239766,4083856.5130247856,11.0,S
SINE0164,SWAMP006. North end of the lake 10-20 feet East of the the outlet. Within the log jam but on the outskirts. Attached to rock.,36.89159,-118.72502,,,11S,346290.3295,4084235.483,Swamp 10593,,,,,,,Sierra Nevada,,,346290.3294679363,4084235.4827293255,11.0,S
SINE0165,SWAMP007. West Bank.  On rock ramp that goes to one of the few water access on the west bank.  About halfway ish between the inlet and the outlet.  Picture is taken looking from the south towards the north (towards the outlet).  Small clump of trees on the bank here.  Attached to Rock,36.89096,-118.72584,,,11S,346215.9921,4084166.909,Swamp 10593,,,,,,,Sierra Nevada,,,346215.992069192,4084166.908529879,11.0,S
SINE0166,SWAMP008. West Bank.  Just south of the inlet on a small rock ramp that meets the water.  The picture is taken from the North looking South (I was essentially standing at the inlet when the pic was taken).  Attached to rock.,36.88866,-118.72636,,,11S,346165.0359,4083912.572,Swamp 10593,,,,,,,Sierra Nevada,,,346165.03591254767,4083912.572427823,11.0,S
SINE0167,"attached to rock, cobble substrate w mud, on N bank, about 1 ft water depth",39.48654481,-120.2821391,,,10S,733741.0,4374298.0,Independence Cr N Side Channel,,,,,,,Sierra Nevada,,,733740.9997450137,4374298.006070388,10.0,S
SINE0168,"attached to rock, cobble substrate w mud, on S bank, under willow near boulder",39.48691355,-120.2821131,,,10S,733742.0,4374339.0,Independence Cr N Side Channel,,,,,,,Sierra Nevada,,,733742.0004924072,4374339.005378993,10.0,S
SINE0169,"attached to rock, in mud substrate, on N bank, under willows",39.48585999,-120.2817472,,,10S,733777.0,4374223.0,Independence Cr S Side Channel,,,,,,,Sierra Nevada,,,733777.0038144741,4374223.005616461,10.0,S
SINE0170,"attached to floating log about 7 ft long in length, on NE side of pond, water depth 2.5 ft",39.46951972,-120.31007,,,10S,731395.0,4372336.0,Independence Frog Ponds,,,,,,,Sierra Nevada,,,731395.0003308639,4372336.00555687,10.0,S
SINE0171,"attached to 10 in diameter log, NE side of pond, water depth 2.5 ft",39.46957695,-120.3102073,,,10S,731383.0,4372342.0,Independence Frog Ponds,,,,,,,Sierra Nevada,,,731382.9980171621,4372342.005521126,10.0,S
SINE0172,"attached to large 12 in diameter log, water depth 2.5-3 ft",39.4692591,-120.3104869,,,10S,731360.0,4372306.0,Independence Frog Ponds,,,,,,,Sierra Nevada,,,731359.996237806,4372306.004630182,10.0,S
SINE0173,attached to large log,39.46967972,-120.3111448,,,10S,731302.0,4372351.0,Independence Frog Ponds,,,,,,,Sierra Nevada,,,731301.9997815181,4372351.0050325375,10.0,S
SINE0174,"attached to underside of willow, S side of creek just upstream from crossing, just upstream of small flagged lodgepole",39.3686849,-120.3671613,,,10S,726810.0,4360998.0,Round Valley,,,,,,,Sierra Nevada,,,726810.0025033664,4360998.00425894,10.0,S
SINE0175,"attached to underside of willow, N side of creek, flagged lodgepole nearby on N side of creek, in main tad pool",39.36861548,-120.3660845,,,10S,726903.0,4360993.0,Round Valley,,,,,,,Sierra Nevada,,,726903.0028576995,4360993.005202339,10.0,S
SINE0176,"attached to willow branches right at shore's edge, about 15 ft NW of submerged log that is next ot overhanging scraggly lodgepole, flagged at attachment willow and 15 ft behind on hemlock",39.41423278,-120.3718936,,,10S,726255.0,4366042.0,Froglog Pond,,,,,,,Sierra Nevada,,,726254.9977497667,4366042.005016343,10.0,S
SINE0177,,37.43044462,-118.7872462,,,11S,341872.0,4144124.0,Sleet 50731,,,,,,,Sierra Nevada,,,341871.9960865552,4144124.0003361944,11.0,S
SINE0178,,37.43046144,-118.7873257,,,11S,341865.0,4144126.0,Sleet 50731,,,,,,,Sierra Nevada,,,341864.9970567393,4144126.000022776,11.0,S
SINE0179,,37.43055816,-118.7874862,,,11S,341851.0,4144137.0,Sleet 50731,,,,,,,Sierra Nevada,,,341850.99904010387,4144137.001008753,11.0,S
SINE0180,,37.43064146,-118.7873412,,,11S,341864.0,4144146.0,Sleet 50731,,,,,,,Sierra Nevada,,,341864.00440615404,4144146.0002562935,11.0,S
SINE0181,,37.42974721,-118.7886649,,,11S,341745.0,4144049.0,Sleet 50731,,,,,,,Sierra Nevada,,,341744.9960212467,4144049.0005071606,11.0,S
SINE0182,,37.43043095,-118.78815,,,11S,341792.0,4144124.0,Sleet 50731,,,,,,,Sierra Nevada,,,341791.99605222885,4144124.000647297,11.0,S
SINE0183,,37.42979522,-118.7878749,,,11S,341815.0,4144053.0,Sleet 50731,,,,,,,Sierra Nevada,,,341814.9995869608,4144053.0010131556,11.0,S
SINE0184,,37.43007302,-118.7873842,,,11S,341859.0,4144083.0,Sleet 50731,,,,,,,Sierra Nevada,,,341859.00336175284,4144083.000839133,11.0,S
SINE0185,Silver Headwaters,38.389594,-119.61319,,,,,,Silver Headwaters,Y,,,Hannah Nossan,,,Sierra Nevada,,,271769.7103406746,4252276.09711543,11.0,S
SINE0186,Silver Headwaters,38.389959,-119.61319,,,,,,Silver Headwaters,,,,Hannah Nossan,,,Sierra Nevada,,,271770.8585222261,4252316.607043815,11.0,S
SINE0187,Silver Headwaters,38.390007,-119.612778,,,,,,Silver Headwaters,,,,Hannah Nossan,,,Sierra Nevada,,,271806.99824496754,4252320.914416144,11.0,S
SINE0188,Red Pond,38.553921,-119.822433,,,,,,15019 Red Pond,,,,Hannah Nossan,,,Sierra Nevada,,,254051.01695573123,4271053.863185722,11.0,S
SINE0189,Red Pond,38.553864,-119.82192,,,,,,15019 Red Pond,,,,Hannah Nossan,,,Sierra Nevada,,,254095.5339454139,4271046.162877292,11.0,S
SINE0190,Island Lake,38.610929,-119.892499,,,,,,26608 Island Lake,,,,Hannah Nossan,,,Sierra Nevada,,,248143.64476219335,4277571.430395581,11.0,S
SINE0191,Island Lake,38.612177,-119.893339,,,,,,26608 Island Lake,,,,Hannah Nossan,,,Sierra Nevada,,,248074.85917917095,4277712.259385955,11.0,S
SINE0192,Island Lake,38.612805,-119.892323,,,,,,26608 Island Lake,,,,Hannah Nossan,,,Sierra Nevada,,,248165.53756032337,4277779.174188278,11.0,S
