"Name","ari (Max)","accuracy","State","Notes","User","Tags","Created","Runtime","Sweep","clustering.min_cluster_size","clustering.reduced_n_dimensions","clustering.reduction_algorithm","data.max_points","data.n_train_samples","name","paths.background_clips_path","paths.labeled_clips_path","paths.save_dir","paths.train_clips_path","preprocessing.clip_duration","preprocessing.high_contrast","preprocessing.overlay","preprocessing.reduce_noise","preprocessing.use_overlay","repeats","results.best_epoch","results.metrics.accuracy","results.metrics.ari","results.metrics.completeness","results.metrics.fmi","results.metrics.homogeneity","results.metrics.nmi","results.metrics.purity","results.metrics.train_loss","results.metrics.v_measure","results.train_time_hrs","strategy","training.arcface_loss_subcenters","training.backbone","training.batch_size","training.clustering_interval_epochs","training.device","training.loss_fn","training.n_clip_replicates","training.n_points_per_batch","training.num_epochs","training.num_workers","save_checkpoints","training.contrastive_loss.different_location_weight","training.contrastive_loss.pseudo_label_weight","training.contrastive_loss.same_clip_weight","training.contrastive_loss.same_location_weight","completeness","fmi","homogeneity","nmi","purity","train_loss","v_measure"
"50000 samples","0.9455358899876188","0.8590726542533772","finished","-","","nsamples, v2","2026-04-14T21:08:35.000Z","1064","","7","3","tsne","","50000","50000 samples","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","6","0.9427","0.9618","0.9687","0.964","0.9669","0.9678","0.965","0.0003","0.9678","0.5794006106588576","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.8934187502793725","0.8943080929380358","0.9614562039787696","0.9261896584835956","0.9671412924424972","0.00010950380965368822","0.9261896584835956"
"50000 samples","0.9405011287743594","0.8510405257393209","finished","-","","nsamples, v2","2026-04-14T20:33:50.000Z","1016","","7","3","tsne","","50000","50000 samples","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.88839968242687","0.8916570094353887","0.9593954030936996","0.9225336490059126","0.9664110989412196","0.0003609035338740796","0.9225336490059124"
"50000 samples","0.9507315650454168","0.9079956188389924","finished","-","","nsamples, v2","2026-04-14T21:43:56.000Z","1178","","7","3","tsne","","50000","50000 samples","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.92","0.94","0.9509","0.9434","0.9603","0.9556","0.9587","0.0008","0.9556","1.1685838475492265","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.9301655314759456","0.9460609803289812","0.9642489180202884","0.9469006188629476","0.9686016794450528","0.00007087871199473739","0.9469006188629476"
"64 points","0.9446252176958256","0.9273457466228552","finished","-","","npoints, v2","2026-04-14T21:52:22.000Z","274","","7","3","tsne","64","10000","64 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","5","0.9189","0.9316","0.9329","0.9354","0.9521","0.9424","0.9646","0.0053","0.9424","0.08283741136391957","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.9528492822625508","0.940079432327242","0.942734636184818","0.9477649738540886","0.9477911646586346","0.0013580606319010258","0.9477649738540888"
"64 points","0.9349815365957592","0.8886454910551296","finished","-","","npoints, v2","2026-04-14T22:06:03.000Z","273","","7","3","tsne","64","10000","64 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","4","0.8949","0.9306","0.911","0.9345","0.9473","0.9288","0.9591","0.0027","0.9288","0.3110912290546629","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.9092815187240032","0.9248983922019708","0.9501316305145252","0.9292578492690156","0.9605695509309968","0.0032851137220859528","0.9292578492690156"
"64 points","0.948320110104266","0.8930266520627966","finished","-","","npoints, v2","2026-04-14T21:56:57.000Z","272","","7","3","tsne","64","10000","64 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","6","0.9332","0.9446","0.9559","0.9478","0.95","0.9529","0.9529","0.0021","0.9529","0.15938000758488974","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.918117822488515","0.9339988940817776","0.9550754978597468","0.9362320769370436","0.964220518437386","0.0019201058894395828","0.9362320769370436"
"64 points","0.9316267606154478","0.8988682000730194","finished","-","","npoints, v2","2026-04-14T21:47:23.000Z","298","","7","3","tsne","64","10000","64 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.9361191712109362","0.9338005049465372","0.9507438130092734","0.9433748159896024","0.9514421321650236","0.001195851480588317","0.9433748159896026"
"64 points","0.930604967726784","0.9021540708287696","finished","-","","npoints, v2","2026-04-14T22:01:29.000Z","274","","7","3","tsne","64","10000","64 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","4","0.9281","0.9483","0.9396","0.9512","0.9581","0.9487","0.9693","0.0053","0.9487","0.23509742140769957","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.93269659299126","0.924539104051128","0.9390768137114108","0.9358758293811495","0.9415845198977728","0.0013950350694358349","0.9358758293811498"
"8 points","0.1907177715800955","0.33150784958013874","finished","-","","npoints, v2","2026-04-14T20:33:49.000Z","324","","7","3","tsne","8","10000","8 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.5087199088203923","0.1936212567478698","0.5656382943277767","0.5356713630008256","0.5830595107703541","0.0008671229588799179","0.5356713630008255"
"8 points","0.16413442077231685","0.3023001095290252","finished","-","","npoints, v2","2026-04-14T20:39:13.000Z","311","","7","3","tsne","8","10000","8 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","6","0.3764","0.1907","0.5231","0.2481","0.5871","0.5533","0.613","0.0023","0.5533","0.09020347913106284","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.4768661912078869","0.17457751825518206","0.5163407782915634","0.49581903444214626","0.515881708652793","0.003951140679419041","0.49581903444214626"
"8 points","0.25516279252072005","0.3333333333333333","finished","-","","npoints, v2","2026-04-14T20:44:25.000Z","310","","7","3","tsne","8","10000","8 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.376","0.1641","0.5104","0.2215","0.5868","0.546","0.6064","0.0025","0.546","0.17657113850116732","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.5096591084233841","0.2172941666785468","0.5726161737407701","0.5393065024897534","0.5896312522818546","0.011138595640659332","0.5393065024897533"
"8 points","0.18491215047843132","0.3008397225264695","finished","-","","npoints, v2","2026-04-14T20:49:36.000Z","313","","7","3","tsne","8","10000","8 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","1","0.4261","0.2552","0.5438","0.304","0.6093","0.5747","0.6214","0.0058","0.5747","0.2631010942326652","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.478799488337753","0.20186491987801208","0.5450246145415677","0.5097701955640382","0.5494706097115736","0.00802740640938282","0.5097701955640382"
"8 points","0.21512893828011057","0.3603504928806134","finished","-","","npoints, v2","2026-04-14T20:54:50.000Z","284","","7","3","tsne","8","10000","8 points","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","6","0.3687","0.1849","0.4973","0.2381","0.5441","0.5197","0.563","0.011","0.5197","0.3501667106151581","supervised","1","resnet18","128","1","cuda:0","binary_cross_entropy_loss","2","8","10","5","","","","","","0.562672301230827","0.2889078550748043","0.5393849503097656","0.5507825855976272","0.5100401606425703","0.0006586920935660601","0.5507825855976272"
"Arcface 8","0.8346635207885655","0.6221248630887185","finished","-","","loss, v2","2026-04-15T03:30:27.000Z","1965","","7","3","tsne","","","Arcface 8","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","8","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.7664864042217724","0.6236028684849803","0.8299859436234588","0.7969733297807585","0.7922599488864549","2.664360761642456","0.7969733297807585"
"Arcface 8","0.8490933084153601","0.5198977729098211","finished","-","","loss, v2","2026-04-14T21:48:18.000Z","1851","","7","3","tsne","","","Arcface 8","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","0","0.7528","0.7656","0.8118","0.7793","0.8776","0.8434","0.8755","11.5249","0.8434","1.0433336632119283","arcface","8","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.6556400211971042","0.3970265637421896","0.8112961402032062","0.7252097706176927","0.8240233661920409","0.2229968011379242","0.7252097706176928"
"Arcface 8","0.7655570216979385","0.6294267981014969","finished","-","","loss, v2","2026-04-14T21:17:13.000Z","1864","","7","3","tsne","","","Arcface 8","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","7","0.774","0.7745","0.8378","0.787","0.8623","0.8499","0.862","2.3687","0.8499","0.5255189205540551","arcface","8","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.7252515129944319","0.6208877701989104","0.8113716206373315","0.7658982643026963","0.8316903979554582","0.5431463718414307","0.7658982643026963"
"Arcface 8","0.774513357538751","0.74662285505659","finished","-","","loss, v2","2026-04-14T20:45:42.000Z","1891","","7","3","tsne","","","Arcface 8","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","8","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8098576624535285","0.7584288775088672","0.865107425964013","0.8365713203304127","0.8758671047827674","1.349125623703003","0.8365713203304127"
"Arcface 8","0.8489181780605325","0.6739686016794451","finished","-","","loss, v2","2026-04-15T04:03:13.000Z","1726","","7","3","tsne","","","Arcface 8","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","0","0.8368","0.8347","0.8705","0.844","0.903","0.8865","0.9215","3.7676","0.8865","0.5461444797118505","arcface","8","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.7473295282028042","0.6309895452759393","0.8559063074339256","0.7979413168074094","0.8667396860167944","0.05044214427471161","0.7979413168074097"
"Arcface loss 1","0.8994796638549104","0.8156261409273458","finished","-","","loss, v2","2026-04-14T21:41:42.000Z","288","","7","3","tsne","","10000","Arcface loss 1","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.87","0.9008","0.8886","0.9064","0.9344","0.9109","0.9463","25.4655","0.9109","0.3266909690697988","arcface","1","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8513882411644493","0.8706748829553235","0.9189425499109708","0.8838764882178954","0.9269806498722162","12.7842435836792","0.8838764882178954"
"Arcface loss 1","0.8594493547396335","0.7864184008762322","finished","-","","loss, v2","2026-04-14T21:27:17.000Z","285","","7","3","tsne","","10000","Arcface loss 1","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.8635","0.9085","0.8846","0.9143","0.9434","0.9131","0.9514","26.9641","0.9131","0.0847369470861223","arcface","1","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8287819829107819","0.804951940098163","0.9004404056947397","0.8631264432407458","0.9109163928441036","5.559123992919922","0.8631264432407458"
"Arcface loss 1","0.9227994442495838","0.7637824023366192","finished","-","","loss, v2","2026-04-14T21:32:03.000Z","290","","7","3","tsne","","10000","Arcface loss 1","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.8222","0.8594","0.8611","0.8682","0.9298","0.8941","0.9372","14.6779","0.8941","0.16563076939847737","arcface","1","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8193081055280115","0.8401748820412002","0.9005691942140732","0.8580189302098101","0.9160277473530486","5.971404075622559","0.85801893020981"
"Arcface loss 1","0.900771218940119","0.7995618838992333","finished","-","","loss, v2","2026-04-14T21:36:54.000Z","287","","7","3","tsne","","10000","Arcface loss 1","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.8813","0.9228","0.9014","0.9274","0.9469","0.9236","0.9558","22.6483","0.9236","0.24536137309339312","arcface","1","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8472574967602678","0.8295826750055775","0.8975145985780562","0.8716622350033497","0.8944870390653523","6.074894905090332","0.8716622350033497"
"Arcface loss 1","0.9085117658579208","0.8576122672508215","finished","-","","loss, v2","2026-04-14T21:22:06.000Z","309","","7","3","tsne","","10000","Arcface loss 1","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","1","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8765262671785847","0.8739419528172565","0.9162387898095202","0.8959426815527132","0.9247900693683826","5.108612537384033","0.8959426815527131"
"Arcface loss 2","0.9189244899084454","0.882073749543629","finished","-","","loss, v2","2026-04-14T21:46:48.000Z","302","","7","3","tsne","","10000","Arcface loss 2","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","2","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8945878444920469","0.8908053113442236","0.9242467585459198","0.9091754842637514","0.9262504563709384","5.958121299743652","0.9091754842637516"
"Arcface loss 2","0.8997797687693831","0.8663745892661555","finished","-","","loss, v2","2026-04-14T21:56:36.000Z","286","","7","3","tsne","","10000","Arcface loss 2","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","9","0.8569","0.8906","0.8853","0.8974","0.9315","0.9078","0.9299","4.9371","0.9078","0.16328509767850238","arcface","2","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.879901722523869","0.8985394454980064","0.9299904578568778","0.9042529877408306","0.9397590361445785","4.102118015289307","0.9042529877408308"
"Arcface loss 2","0.8847611510636338","0.7769258853596203","finished","-","","loss, v2","2026-04-14T22:06:13.000Z","270","","7","3","tsne","","10000","Arcface loss 2","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.8686","0.904","0.8885","0.91","0.9447","0.9158","0.9522","21.5282","0.9158","0.3237441655662325","arcface","2","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8300013321503199","0.8173815575531315","0.9104414602422064","0.8683624973471537","0.9149324571011318","8.32174301147461","0.8683624973471535"
"Arcface loss 2","0.8906097954639335","0.8568820737495436","finished","-","","loss, v2","2026-04-14T21:51:50.000Z","285","","7","3","tsne","","10000","Arcface loss 2","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.8854","0.9189","0.8994","0.9237","0.9466","0.9224","0.9533","15.5394","0.9224","0.08417208857006497","arcface","2","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8853293859293465","0.8974487186532101","0.931489488972222","0.9078230402203382","0.9299014238773274","4.937136173248291","0.907823040220338"
"Arcface loss 2","0.9040116625258507","0.8262139466958744","finished","-","","loss, v2","2026-04-14T22:01:22.000Z","290","","7","3","tsne","","10000","Arcface loss 2","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","2","0.8675","0.8998","0.8842","0.906","0.9401","0.9113","0.9489","22.7843","0.9113","0.24284318559699583","arcface","2","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8634624293609432","0.8659103244885834","0.9239553738153709","0.8926852471514989","0.9288061336254108","6.283735275268555","0.8926852471514988"
"Arcface loss 4","0.9091093439473412","0.8046732384081782","finished","-","","loss, v2","2026-04-14T23:05:07.000Z","286","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.8813","0.9113","0.8996","0.9165","0.9388","0.9188","0.9471","19.2802","0.9188","0.2423025800784429","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8426558000109571","0.8439145246516825","0.9143596361996524","0.8770446005884593","0.923694779116466","8.671754837036133","0.8770446005884593"
"Arcface loss 4","0.920499670644958","0.836801752464403","finished","-","","loss, v2","2026-04-14T22:49:48.000Z","309","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","","","","","","","","","","","","","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8861641149904966","0.8796172525059314","0.9035349195098024","0.8947652168052616","0.891201168309602","3.921806335449219","0.8947652168052614"
"Arcface loss 4","0.904950880349714","0.7886089813800657","finished","-","","loss, v2","2026-04-14T22:55:00.000Z","283","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.9069","0.9205","0.95","0.9257","0.9274","0.9386","0.9204","14.7138","0.9386","0.08051873809761471","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8284631276893993","0.7791712688243957","0.8970073940102172","0.8613738013561882","0.9127418765972984","5.076184272766113","0.8613738013561882"
"Arcface loss 4","0.9201833522639258","0.8714859437751004","finished","-","","loss, v2","2026-04-14T22:15:48.000Z","281","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","5","0.9098","0.9088","0.9168","0.9139","0.9304","0.9235","0.9284","13.3643","0.9235","0.08023952490753598","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8955493751937199","0.904029957281916","0.9219286045287132","0.908547553225375","0.9218692953632712","7.073862075805664","0.908547553225375"
"Arcface loss 4","0.875132071384538","0.8335158817086528","finished","-","","loss, v2","2026-04-14T23:09:55.000Z","301","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.8711","0.9091","0.8903","0.9148","0.9454","0.917","0.9529","15.1697","0.917","0.3319112031989627","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8538466350747115","0.870867629079732","0.917449366244488","0.8845060945611153","0.9244249726177436","6.8157854080200195","0.8845060945611153"
"Arcface loss 4","0.9125516845001066","0.8294998174516247","finished","-","","loss, v2","2026-04-14T22:20:30.000Z","288","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.904","0.9202","0.9451","0.9247","0.948","0.9466","0.9445","16.702","0.9466","0.1584469466076957","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8554886043802551","0.8723607995201885","0.9212143138882222","0.8871357609874332","0.9313618108798832","5.873775482177734","0.8871357609874332"
"Arcface loss 4","0.8597828145698784","0.8473895582329317","finished","-","","loss, v2","2026-04-14T22:25:18.000Z","274","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","4","0.8923","0.9126","0.9152","0.9175","0.9427","0.9287","0.946","10.8864","0.9287","0.2386436113384035","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8620500363871697","0.8629817747139567","0.9075108632379107","0.884196495121184","0.9167579408543264","7.53015661239624","0.884196495121184"
"Arcface loss 4","0.9113488598977302","0.8335158817086528","finished","-","","loss, v2","2026-04-14T22:59:47.000Z","311","","7","3","tsne","","10000","Arcface loss 4","/jet/projects/bio200037p/sml161/song25_oven_aiid/background_clips","/jet/projects/bio200037p/sml161/song25_oven_aiid/labeled_clips","/ocean/projects/bio200037p/sammlapp/song25_oven_aiid/training_results","/jet/projects/bio200037p/sml161/song25_oven_aiid/train_clips","3","false","","false","false","5","3","0.8726","0.905","0.8872","0.9106","0.9404","0.913","0.9493","16.7452","0.913","0.16216851280795205","arcface","4","resnet18","128","1","cuda:0","subcenter_arcface_loss","2","8","10","5","","","","","","0.8518088142989869","0.8488443004533123","0.9260887000693788","0.8873970644163286","0.9350127783862724","5.929719924926758","0.8873970644163287"
