n_points,n_clusters,clustered_fraction,allow_single,per_point_clusters,purity
119,236,0.7546218487394958,False,542,0.9629732739420935
119,242,0.7586134453781512,False,540,0.9581833287178066
1,3,0.89,True,6,1.0
1,2,0.86,True,2,1.0
1,3,0.965,True,3,1.0
1,2,0.905,True,5,1.0
1,3,0.905,True,7,1.0
1,2,0.955,True,7,1.0
1,2,0.9647058823529412,True,2,1.0
1,2,0.925,True,4,1.0
1,3,0.88,True,8,1.0
1,4,0.845,True,7,1.0
1,3,0.985,True,3,1.0
1,3,0.84,True,6,1.0
1,1,0.505,True,9,1.0
1,2,0.83,True,4,1.0
1,1,0.47,True,3,1.0
1,1,0.05102040816326531,True,1,1.0
1,1,0.9119170984455959,True,1,1.0
1,2,1.0,True,2,1.0
1,3,0.895,True,4,1.0
1,2,0.995,True,3,1.0
2,5,0.8425,True,17,0.9970326409495549
2,2,0.94,True,8,1.0
2,3,0.95,True,3,0.9947368421052631
2,4,0.98,True,6,0.9209183673469388
2,3,0.9025,True,7,1.0
2,4,0.885,True,8,1.0
2,1,0.59,True,6,1.0
2,3,0.92,True,5,0.9972826086956522
2,6,0.875,True,15,0.9571428571428572
2,4,0.9825,True,8,0.9211195928753181
2,2,0.8875,True,15,1.0
2,3,0.9375,True,6,0.9546666666666667
2,4,0.8725,True,7,1.0
2,1,0.9325,True,7,1.0
2,3,0.875,True,7,0.9971428571428571
2,4,0.9325,True,8,1.0
2,1,0.7825,True,18,0.5718849840255591
2,3,0.8725,True,11,0.9914040114613181
2,5,0.6775,True,19,0.9520295202952029
2,5,0.9475,True,7,0.9894459102902374
4,9,0.83875,True,21,0.977645305514158
4,7,0.93375,True,18,0.9129852744310576
4,5,0.8625,True,20,0.8695652173913043
4,6,0.88125,True,12,0.9673758865248226
4,8,0.91625,True,13,0.9890859481582538
4,6,0.915,True,19,0.9426229508196722
4,8,0.89375,True,14,0.9608391608391609
4,10,0.89,True,19,0.9971910112359551
4,6,0.91,True,10,0.9684065934065934
4,9,0.96,True,20,0.9986979166666666
4,10,0.8175,True,21,0.9969418960244648
4,7,0.79125,True,23,0.9826224328593997
4,4,0.97375,True,12,0.9114249037227214
4,7,0.84625,True,17,0.948301329394387
4,8,0.87375,True,17,0.9871244635193133
4,9,0.8675,True,21,0.9769452449567724
4,9,0.78875,True,28,0.993660855784469
4,7,0.91,True,21,0.978021978021978
4,5,0.94875,True,11,0.9552042160737813
4,8,0.865,True,20,0.9277456647398844
8,9,0.899375,True,32,0.9687282835302293
8,16,0.88875,True,34,0.9458509142053446
8,10,0.833125,True,39,0.7831957989497375
8,15,0.81375,True,34,0.9577572964669739
8,11,0.85625,True,28,0.9598540145985401
8,11,0.869375,True,33,0.9460819554277499
8,18,0.8725,True,40,0.9498567335243553
8,18,0.844375,True,37,0.8749074759437454
8,1,0.9325,True,51,0.23659517426273458
8,13,0.86875,True,35,0.9474820143884892
8,14,0.9075,True,26,0.9421487603305785
8,18,0.828125,True,44,0.9924528301886792
8,13,0.913125,True,33,0.9342915811088296
8,15,0.85375,True,43,0.8199121522693997
8,17,0.904375,True,29,0.939875604699378
8,17,0.87625,True,46,0.9736091298145506
8,12,0.901875,True,33,0.9258489258489259
8,15,0.859375,True,41,0.9832727272727273
8,11,0.86875,True,40,0.9546762589928057
8,14,0.855625,True,48,0.8904309715120526
16,34,0.8596875,True,70,0.9411123227917121
16,1,0.964375,True,77,0.17206740116655866
16,32,0.81875,True,71,0.9774809160305343
16,35,0.88875,True,63,0.9831223628691983
16,34,0.8409375,True,71,0.967670011148272
16,28,0.818125,True,73,0.9568372803666921
16,32,0.8596875,True,69,0.9465648854961832
16,26,0.8740625,True,69,0.9395781194136575
16,27,0.82375,True,71,0.9267830045523521
16,34,0.8134375,True,96,0.9254706108336535
16,30,0.819375,True,75,0.9839816933638444
16,32,0.8275,True,73,0.9871601208459214
16,33,0.84125,True,71,0.9494799405646359
16,29,0.841875,True,62,0.9714179658500371
16,28,0.8859375,True,57,0.9746031746031746
16,34,0.775625,True,84,0.9669621273166801
16,29,0.835625,True,75,0.9510097232610322
16,31,0.929375,True,56,0.9303967720242098
16,34,0.76375,True,85,0.9770867430441899
16,33,0.7765625,True,83,0.9146881287726358
32,64,0.80875,True,142,0.9802936630602782
32,59,0.84390625,True,130,0.9764858359563043
32,59,0.78375,True,134,0.9694976076555024
32,70,0.771875,True,163,0.9714574898785425
32,58,0.77921875,True,137,0.9719270102265891
32,52,0.8246875,True,137,0.9630541871921182
32,53,0.87375,True,119,0.9341917024320457
32,69,0.8184375,True,144,0.965253913707522
32,1,0.99890625,True,152,0.10855623338025966
32,1,0.985625,True,146,0.07688649334178821
32,1,0.99640625,True,153,0.10553551826877842
32,60,0.83140625,True,144,0.9590302574704003
32,1,0.9825,True,168,0.06965648854961833
32,1,0.9946875,True,180,0.09048067860508954
32,58,0.7921875,True,146,0.9777120315581854
32,62,0.82140625,True,128,0.9592923720753281
32,66,0.78359375,True,148,0.961714855433699
32,1,0.996875,True,171,0.10376175548589342
32,69,0.7753125,True,164,0.9768238613462313
32,62,0.783125,True,147,0.9594972067039106
64,1,0.987734375,True,307,0.055920272087321046
64,1,0.9853125,True,282,0.05835712020298129
64,1,0.99515625,True,268,0.054796671376982256
64,121,0.793828125,True,278,0.9768723550831611
64,1,0.996640625,True,292,0.05690993180214784
64,1,0.986328125,True,305,0.053386138613861385
64,1,0.99203125,True,273,0.03984879508584029
64,1,0.96765625,True,305,0.05530437590828355
64,1,0.97609375,True,287,0.06443092684488555
64,1,0.98390625,True,283,0.060425599491821504
64,1,0.975703125,True,301,0.06229481944110817
64,1,0.978515625,True,289,0.053572854291417164
64,1,0.99140625,True,295,0.06044129235618597
64,1,0.97765625,True,264,0.050103883650311654
64,1,0.994765625,True,268,0.05890206549909684
64,1,0.972109375,True,296,0.061480350397814035
64,1,0.99953125,True,293,0.05080506487415976
64,1,0.980859375,True,288,0.048904818797291916
64,1,0.981328125,True,270,0.0589921184619059
64,129,0.81171875,True,266,0.965543792107796
119,1,0.9806302521008403,True,542,0.03346330176957025
119,1,0.975,True,537,0.03378582202111614
119,1,0.9684033613445379,True,535,0.0357080874696286
119,1,0.9898739495798319,True,538,0.030561568827199796
119,1,0.9802100840336134,True,536,0.03262034377813022
119,1,0.9744957983193278,True,538,0.034277583753718796
119,1,0.9811344537815126,True,539,0.032204188257462206
119,1,0.9869747899159664,True,539,0.032354193273733504
119,1,0.9777310924369748,True,539,0.030898152127202407
119,1,0.9772268907563025,True,538,0.033192879869292286
119,1,0.9903781512605042,True,541,0.03245513554791905
119,1,0.9819747899159664,True,536,0.03393094005391297
119,1,0.9897899159663865,True,537,0.03141316806044912
119,1,0.9815966386554622,True,541,0.03158976115058642
119,1,0.985,True,539,0.03305890884272491
119,1,0.9810084033613445,True,537,0.031651533321911944
119,1,0.9815546218487395,True,535,0.034330722143743844
119,1,0.9834873949579832,True,547,0.032041696928269324
119,1,0.9735714285714285,True,532,0.033835397695395106
119,1,0.9734873949579832,True,541,0.03332038499719453
