file,datetime,date,time,point_code,start_time,dataset,year,full_file,full_file_offset,annotation,hawkears_OVEN_score
random_22244_RK931_2021.mp3,2021-05-17 10:00:00+00:00,2021-05-17,10:00:00,RK931,0,appl2021e,2021,random_22244_RK931_2021.mp3,1215.6457760571882,no,-7.7848063
random_1705_RK1021_2021.mp3,2021-05-18 10:00:00+00:00,2021-05-18,10:00:00,RK1021,0,appl2021e,2021,random_1705_RK1021_2021.mp3,3757.426246934991,no,-7.837358
random_4788_RK693_2021.mp3,2021-05-17 10:00:00+00:00,2021-05-17,10:00:00,RK693,0,appl2021e,2021,random_4788_RK693_2021.mp3,35.81094366313462,no,-1.1331424
random_15720_RK683_2021.mp3,2021-05-20 10:00:00+00:00,2021-05-20,10:00:00,RK683,0,appl2021e,2021,random_15720_RK683_2021.mp3,3685.516885969548,yes,0.9133119
random_43260_RK1022_2021.mp3,2021-05-23 10:00:00+00:00,2021-05-23,10:00:00,RK1022,0,appl2021e,2021,random_43260_RK1022_2021.mp3,3837.563928829022,no,-7.50649
random_18595_RK1029_2021.mp3,2021-05-20 10:00:00+00:00,2021-05-20,10:00:00,RK1029,0,appl2021e,2021,random_18595_RK1029_2021.mp3,3660.549837328176,yes,1.877964
random_0654_RK1018_2021.mp3,2021-05-22 10:00:00+00:00,2021-05-22,10:00:00,RK1018,0,appl2021e,2021,random_0654_RK1018_2021.mp3,1226.0175839575916,no,-7.402373
random_16254_RK063_2021.mp3,2021-05-16 10:00:00+00:00,2021-05-16,10:00:00,RK063,0,appl2021e,2021,random_16254_RK063_2021.mp3,1458.7207430925614,yes,0.95117706
random_38544_RK730_2021.mp3,2021-05-16 10:00:00+00:00,2021-05-16,10:00:00,RK730,0,appl2021e,2021,random_38544_RK730_2021.mp3,3362.38758433888,no,-7.853122
random_19314_RK684_2021.mp3,2021-05-21 10:00:00+00:00,2021-05-21,10:00:00,RK684,0,appl2021e,2021,random_19314_RK684_2021.mp3,3028.813346647872,no,-7.211311
random_33357_RK1044_2021.mp3,2021-05-21 10:00:00+00:00,2021-05-21,10:00:00,RK1044,0,appl2021e,2021,random_33357_RK1044_2021.mp3,2728.259621790793,no,-8.386745
random_44543_RK751_2021.mp3,2021-05-20 10:00:00+00:00,2021-05-20,10:00:00,RK751,0,appl2021e,2021,random_44543_RK751_2021.mp3,4526.786318199578,no,-7.4901733
random_34993_RK1050_2021.mp3,2021-05-16 10:00:00+00:00,2021-05-16,10:00:00,RK1050,0,appl2021e,2021,random_34993_RK1050_2021.mp3,3499.1587678719998,no,-7.1204743
random_9937_RK685_2021.mp3,2021-05-17 10:00:00+00:00,2021-05-17,10:00:00,RK685,0,appl2021e,2021,random_9937_RK685_2021.mp3,2945.9730176330177,no,-5.679124
random_30141_RK923_2021.mp3,2021-05-18 10:00:00+00:00,2021-05-18,10:00:00,RK923,0,appl2021e,2021,random_30141_RK923_2021.mp3,1251.722106592818,no,-7.154941
random_0721_RK1018_2021.mp3,2021-05-18 10:00:00+00:00,2021-05-18,10:00:00,RK1018,0,appl2021e,2021,random_0721_RK1018_2021.mp3,1390.307627439822,no,-6.8860564
random_18715_RK1036_2021.mp3,2021-05-24 10:00:00+00:00,2021-05-24,10:00:00,RK1036,0,appl2021e,2021,random_18715_RK1036_2021.mp3,3371.0195506983896,no,-7.774962
random_4816_RK693_2021.mp3,2021-05-19 10:00:00+00:00,2021-05-19,10:00:00,RK693,0,appl2021e,2021,random_4816_RK693_2021.mp3,4028.014177186239,no,-7.3048935
random_22994_RK1024_2021.mp3,2021-05-18 10:00:00+00:00,2021-05-18,10:00:00,RK1024,0,appl2021e,2021,random_22994_RK1024_2021.mp3,4925.575558137901,no,-8.385451
random_10029_RK604_2021.mp3,2021-05-22 10:00:00+00:00,2021-05-22,10:00:00,RK604,0,appl2021e,2021,random_10029_RK604_2021.mp3,1750.1251073879869,no,-6.9197297
random_33653_RK745_2021.mp3,2021-05-23 10:00:00+00:00,2021-05-23,10:00:00,RK745,0,appl2021e,2021,random_33653_RK745_2021.mp3,1407.789528488607,no,-7.122709
random_45262_RK913_2021.mp3,2021-05-15 10:00:00+00:00,2021-05-15,10:00:00,RK913,0,appl2021e,2021,random_45262_RK913_2021.mp3,2158.306190136033,no,-7.450447
random_12232_RK895_2021.mp3,2021-05-16 10:00:00+00:00,2021-05-16,10:00:00,RK895,0,appl2021e,2021,random_12232_RK895_2021.mp3,3149.596637255014,no,-7.7685595
random_9772_RK701_2021.mp3,2021-05-20 10:00:00+00:00,2021-05-20,10:00:00,RK701,0,appl2021e,2021,random_9772_RK701_2021.mp3,373.6171314041384,no,-6.4675965
random_22223_RK931_2021.mp3,2021-05-24 10:00:00+00:00,2021-05-24,10:00:00,RK931,0,appl2021e,2021,random_22223_RK931_2021.mp3,3379.815131429996,no,-7.1822014
random_45372_RK607_2021.mp3,2021-05-22 10:00:00+00:00,2021-05-22,10:00:00,RK607,0,appl2021e,2021,random_45372_RK607_2021.mp3,4968.573015293051,no,-5.3699856
random_5661_RK986_2021.mp3,2021-05-19 10:00:00+00:00,2021-05-19,10:00:00,RK986,0,appl2021e,2021,random_5661_RK986_2021.mp3,2812.7242575605733,no,-7.932538
random_22986_RK1024_2021.mp3,2021-05-23 10:00:00+00:00,2021-05-23,10:00:00,RK1024,0,appl2021e,2021,random_22986_RK1024_2021.mp3,5024.670328875767,no,-7.8058863
random_5611_RK986_2021.mp3,2021-05-15 10:00:00+00:00,2021-05-15,10:00:00,RK986,0,appl2021e,2021,random_5611_RK986_2021.mp3,2227.6174086065475,no,1.3400127
random_2542_RK934_2021.mp3,2021-05-20 10:00:00+00:00,2021-05-20,10:00:00,RK934,0,appl2021e,2021,random_2542_RK934_2021.mp3,5147.580078207452,no,0.008885562
